Omega	Omega_err	MA1	MS1	svev	alpha
0.392889	0.0446706	884.078	491.866	860.913	-0.0490046
0.111961	0.00296012	507.088	397.072	297.023	-1.51458
0.00372573	0.000326257	638.253	189.206	116.634	0.411251
7.80862e-05	7.40586e-06	422.949	617.986	284.337	0.551781
0.283957	0.000156577	51.6991	885.548	293.052	-1.34521
0.000423423	1.69469e-05	97.2576	785.008	20.634	0.211706
0.121139	0.0171403	626.214	491.157	605.007	-0.0380695
0.00588922	0.000151668	176.492	625.846	779.275	0.285432
2.19196e-05	8.01675e-07	167.712	384.419	76.182	-1.35937
0.000755395	0.000114997	731.491	230.85	86.1099	0.435633
0.00023634	1.51394e-05	370.056	547.873	270.302	-0.280146
2.54498e-06	2.0092e-07	215.859	390.928	87.3777	0.848248
0.000348622	1.33367e-05	326.475	825.318	841.969	-0.985908
0.0570185	0.00177144	660.327	372.358	753.81	-0.440756
0.0093801	0.000396297	813.515	613.975	847.737	-0.570581
0.204875	0.00369569	289.821	936.043	909.325	1.53591
0.000121893	2.52233e-05	370.461	177.252	57.1395	-0.32277
1.74135e-05	1.58885e-06	358.102	324.947	36.8895	-1.21492
0.0034597	0.000209462	822.821	599.514	524.583	0.62189
0.640688	0.0104496	940.441	328.794	468.492	-1.43578
0.000111517	4.60637e-06	204.112	934.445	229.924	-0.639082
0.00130572	6.17778e-05	356.803	503.476	656.621	1.0976
0.0124194	0.00305255	167.451	119.29	168.587	-0.976273
0.000383633	1.03011e-05	105.333	260.901	178.961	-0.323681
7.36491e-06	6.25731e-07	388.153	797.138	794.434	-0.259028
0.365239	0.027165	172.086	99.4423	531.298	0.685059
0.138029	0.00269929	648.956	845.577	416.599	1.55302
2.51087e-06	3.00703e-07	224.371	289.823	38.2803	0.48659
7.3768e-05	1.56672e-06	274.269	596.963	951.509	-0.424175
0.000328346	1.00769e-05	150.439	393.901	215.143	0.282994
4.7663e-05	5.45048e-06	463.191	911.715	779.543	-0.810216
0.000152806	1.79423e-05	222.616	439.968	639.43	0.0646605
0.00319689	0.000135581	287.106	472.064	938.193	0.212124
0.000282443	2.59735e-05	521.506	681.437	286.297	-0.316981
0.00417103	0.0002165	577.014	437.684	394.049	-0.97577
0.00153828	0.000102025	677.507	766.174	844.445	0.8775
0.00277202	0.000117951	413.138	372.79	145.154	1.40246
0.185063	0.0178395	716.69	334.238	536.961	0.0473925
0.0022026	9.31592e-05	295.953	406.63	757.429	-0.942892
0.0571227	0.00385116	796.597	642.723	720.73	-0.109716
3.66042e-07	3.43729e-08	164.787	336.362	33.565	-1.27862
0.0930933	0.0022869	67.7992	846.993	492.614	0.475754
6.20034e-06	9.29433e-07	334.677	666.616	840.999	0.330962
0.104225	0.00220151	482.791	526.067	385.281	-1.52827
0.0606118	0.00148356	848.856	496.807	959.995	1.20752
0.387581	0.010566	781.045	190.973	400.051	0.403334
0.0181535	0.000497118	547.602	543.833	828.425	-1.30202
0.000204479	5.69412e-06	236.557	574.904	551.079	-0.369313
0.00055071	5.57576e-05	861.266	920.798	475.972	-0.518908
0.013799	0.000454335	817.791	794.393	986.277	1.32319
9.08788e-05	1.10893e-05	511.009	870.077	527.005	-1.03858
0.0464345	0.00255793	446.144	178.612	183.764	1.54915
0.150358	0.00327453	625.419	299.234	877.599	-0.541051
0.00144713	8.34758e-05	440.207	755.975	956.207	-0.151969
1.87119	0.115227	349.809	129.028	537.642	1.52824
0.00206555	0.000121429	653.932	809.911	369.529	0.126939
0.00772314	0.000313944	780.709	825.346	875.357	0.227583
2.37314	0.0189999	669.739	68.1413	494.132	0.518364
9.01599	0.0584735	888.219	65.6201	834.575	-0.939865
0.0226701	0.00484379	194.232	114.277	194.749	-0.40365
0.000130451	9.6127e-06	363.511	639.91	699.593	0.94126
1.61087e-05	2.2552e-06	445.886	759.577	251.988	0.885642
3.57998	0.0320107	838.605	173.535	768.594	0.857635
0.160317	0.00607113	933.446	219.768	314.086	0.148481
0.000425617	1.56289e-05	95.1145	601.997	120.585	0.922076
0.0246926	0.000638598	620.139	313.624	459.048	0.749981
2.88343	0.187464	329.244	170.151	939.619	0.203705
0.0124469	0.000251803	234.428	622.083	936.419	-0.0925879
0.000334218	1.80697e-05	311.993	519.242	270.871	0.16734
0.179401	0.0144492	328.819	143.184	335.839	0.725634
0.000308176	1.1264e-05	266.719	785.632	504.466	-0.986378
0.00755144	8.69864e-06	55.4008	817.695	733.556	-0.87209
2.00607e-06	6.03787e-07	469.692	476.975	16.8949	-1.39446
0.00798871	0.000304514	740.599	710.972	795.06	-1.25723
0.026351	0.000799116	831.123	590.908	664.988	-1.327
0.0019097	6.24589e-05	262.991	786.444	548.583	-1.34198
0.00251395	6.73869e-05	355.686	915.148	626.474	0.0872099
0.00200272	5.80752e-05	108.331	736.436	259.478	0.469512
0.00501003	0.000199602	572.068	561.889	835.641	-0.610691
0.00239401	0.000110392	429.584	539.534	528.488	0.270417
0.1568	0.00377358	66.5093	443.353	642.563	1.2192
0.00202578	5.70006e-05	204.325	637.294	987.908	0.897476
0.0237621	0.00077572	278.202	420.268	863.415	-1.44706
0.00229998	6.62719e-05	256.712	714.49	113.109	-0.0307454
6.76597e-07	2.9595e-06	679.637	299.038	18.9552	0.217813
0.0220679	0.000541241	85.4741	98.8333	219.564	0.830667
1.11467e-05	8.37173e-06	610.723	588.233	70.9504	0.375393
0.00309013	0.000125729	177.767	812.995	206.362	-1.4301
0.000997705	3.54596e-05	306.349	878.689	932.937	-1.06718
0.00901154	0.000317227	565.983	778.334	946.036	-0.137274
0.000131595	4.25479e-06	248.602	597.121	496.195	1.0269
0.0143239	0.0016663	361.61	351.553	317.768	-0.15598
1.49671e-05	6.10753e-06	600.591	264.618	20.6624	-1.42681
0.000402977	1.50111e-05	313.451	842.235	810.43	0.474957
0.00255579	0.000111267	480.467	478.619	271.404	1.30611
0.000404465	1.38968e-05	341.614	854.063	960.574	0.377809
0.00688644	0.000337067	782.752	703.895	780.787	0.341954
9.81758e-06	3.60649e-06	532.229	554.758	66.0865	-0.35348
5.5529e-05	2.08971e-06	201.879	528.297	215.141	0.805754
0.0163129	0.00125503	829.85	253.86	207.623	0.0470878
0.128543	0.0129901	468.479	383.954	561.258	-0.0682744
2.94942e-05	2.04306e-06	276.188	410.114	130.322	0.809588
0.0047812	0.000263593	838.732	620.585	673.776	0.721364
0.259329	0.00769317	524.648	167.401	350.528	-0.94127
0.00232801	0.000137073	821.295	836.945	809.422	-0.497765
7.06999e-06	1.10083e-06	441.703	899.057	729.311	-0.336763
0.000605191	8.63356e-05	477.354	370.503	150.135	0.326665
2.74743e-05	6.9462e-06	574.363	661.81	119.85	-0.498455
0.186327	0.00294946	95.7631	904.15	819.785	-1.42125
0.00199467	8.7067e-05	364.264	480.876	805.496	-0.621507
9.14648e-07	7.00772e-08	151.46	393.497	32.7537	-0.862207
0.044455	0.00194887	510.898	261.65	426.509	0.440202
0.00959108	0.000248028	148.595	689.646	981.695	-0.411224
0.00453553	0.000204676	638.702	870.074	762.147	0.140669
0.00100574	4.41685e-05	290.577	290.953	149.608	-1.16569
0.0962791	0.00216941	902.763	310.903	470.817	1.09935
2.53144	0.0626712	265.053	682.553	897.637	1.56565
0.000522891	2.42056e-05	213.428	349.084	301.23	0.276868
0.247009	0.00469917	692.581	265.655	813.867	-0.646161
0.000106494	1.12567e-05	477.305	874.506	934.507	-0.86052
0.054705	0.00289312	614.152	371.39	595.596	0.264942
0.000252411	2.16082e-05	291.464	300.08	129.981	-0.68817
0.000906027	6.31328e-05	541.034	842.169	410.49	0.111842
0.248651	0.00621795	203.072	304.761	386.148	-0.021654
0.00412539	0.000271203	937.313	762.8	491.978	-0.285798
0.00862738	0.000239807	161.884	779.755	997.16	-1.04461
0.00566028	0.00014304	95.4092	406.627	462.349	1.06279
2.25954e-06	3.32284e-07	331.133	643.617	65.3185	0.0792876
0.00719046	0.000297528	65.0067	264.814	110.462	1.37981
0.000125863	1.38772e-05	514.894	617.049	220.934	-0.675546
1.38335	0.0167686	509.217	235.491	820.747	-1.37557
2.5635	0.0305942	490.252	92.0467	555.694	0.566494
0.00813841	0.000401868	804.847	127.855	90.2589	-0.0783127
17.2516	0.161812	857.61	143.937	642.92	1.45466
0.00217574	0.000109695	500.563	829.141	801.528	1.4068
0.00113369	7.2036e-05	522.758	574.348	473.564	0.983307
0.00862703	0.000348112	789.161	925.121	752.45	0.131822
0.00350216	0.000158525	592.169	632.746	827.101	-0.509443
0.000746794	6.84028e-05	818.236	909.707	400.581	-1.21689
0.128629	3.66982e-05	51.7535	844.088	793.179	-0.493971
0.0458236	0.00127755	921.944	464.359	818.019	1.07024
0.00558182	0.000244288	558.296	594.527	803.897	1.15036
0.274272	0.00483645	473.668	308.306	814.155	-1.36534
8.57902	0.0529892	832.653	617.538	878.517	1.55832
0.0141374	0.000438115	592.658	378.424	538.451	0.599747
1.44946e-05	1.28905e-06	61.1699	435.853	29.7157	-0.925627
0.228837	0.0118065	395.559	149.889	318.697	1.14984
0.881947	0.0138279	943.977	73.9467	209.562	-0.358445
0.122862	0.00519872	488.306	77.2437	227.343	1.45184
0.034296	0.000841259	621.771	628.046	828.476	-1.40812
7.38678e-05	1.86531e-05	886.352	946.017	118.062	-1.23765
3.08057e-05	9.09652e-06	613.555	626.054	102.969	0.939006
0.0139518	1.11908e-05	54.4782	516.69	490.31	-0.850976
0.0900465	0.00206179	902.543	727.254	435.055	-1.51617
41.5954	0.401899	827.143	132.948	883.51	-0.530223
0.00771413	0.000218941	156.895	899.328	717.411	1.12092
0.020124	0.000733043	926.572	632.515	819.115	0.332314
0.000194782	6.16961e-06	310.561	747.265	657.901	0.34328
0.00146514	9.97644e-05	743.282	785.645	715.597	-0.88344
8.83102e-08	5.88781e-08	461.699	506.739	18.6696	-0.3252
19.3964	0.0703973	73.4289	104.091	625.986	-0.118064
0.58358	0.00911376	781.346	376.879	480.326	1.48692
0.357388	0.00699054	459.827	69.4893	305.222	0.553231
0.104851	0.00501401	918.817	366.65	533.366	0.232905
0.00101806	9.99289e-05	949.165	803.726	180.735	1.38017
0.0546852	0.00157407	600.991	287.513	549.042	-0.664182
0.00579315	0.000133599	123.158	522.558	507.869	-0.369057
0.732267	0.00504729	79.2964	414.161	779.232	0.121675
8.07692e-10	1.53327e-09	468.252	482.86	2.14818	-1.38675
8.10301e-06	1.00123e-05	809.739	352.771	32.8536	-0.699536
0.00276213	0.00011382	372.26	487.696	953.476	-0.629832
25.2486	0.125917	804.346	98.2118	873.78	-0.554744
0.000331085	5.16358e-05	851.938	780.199	263.478	1.05945
0.459093	0.00634862	117.712	619.875	126.692	0.0102239
0.00316247	8.78882e-05	192.433	648.312	885.894	-1.07907
0.00926767	0.000239381	112.473	676.762	695.558	-0.971348
0.00669075	0.000233683	209.622	303.151	250.144	0.107249
0.0681722	0.00153056	605.922	738.409	811.658	-1.50321
0.128837	0.0119917	276.105	225.216	321.709	1.49464
2.73023e-05	1.54648e-06	273.427	555.727	299.879	-1.28997
7.10124	0.14656	385.926	97.1966	926.696	-1.13319
0.0392201	0.00233342	667.072	525.496	642.907	-0.161833
0.00302827	0.000111972	223.808	320.237	605.405	1.08037
2.6655e-05	1.4948e-05	946.999	305.688	35.6694	-0.74602
0.00375133	0.000177399	558.84	597.328	796.876	-1.02409
0.00011341	8.19121e-06	385.737	514.908	196.339	-0.995669
0.000504192	0.000118845	690.124	462.205	159.669	0.390401
1.87575	0.0271622	67.9323	626.252	713.944	1.44357
2.48856e-05	9.28994e-06	673.449	717.211	99.6974	-0.335597
0.00170991	7.14795e-05	292.707	452.006	841.822	-0.382155
0.0117193	0.00123571	722.242	281.259	223.028	-0.116882
0.00370299	0.000164353	536.947	519.802	725.604	0.765296
1.39558	0.0682581	167.13	151.842	917.706	-1.23644
0.0084663	0.00212923	616.75	453.493	290.209	0.0100082
4.61353e-05	2.54985e-05	865.698	807.001	128.327	-0.499603
0.00784352	0.000302669	483.253	409.342	301.172	1.33912
0.010521	0.000349275	176.553	194.986	320.113	-1.0238
0.00145	8.8866e-05	596.992	747.248	552.918	-0.281834
0.171092	0.00107653	78.5071	588.573	873.211	-0.456459
0.00520749	0.000505863	158.375	64.3365	99.2073	0.228478
0.00223462	7.08752e-05	166.179	921.789	679.477	-0.783635
3.6281e-05	3.77744e-06	425.282	843.081	753.993	0.813077
0.000181521	6.33657e-05	700.082	410.229	100.682	-0.555084
0.0010191	9.93846e-05	769.571	562.099	250.318	-0.930836
0.00141273	9.76227e-05	707.085	887.26	378.442	1.38273
0.0536824	0.00209431	684.509	251.16	351.076	-0.509367
0.00156831	0.000111069	789.733	761.786	692.875	0.743565
0.00107069	8.49288e-05	776.123	939.71	310.101	1.38966
0.000620802	6.10746e-05	911.499	901.985	193.71	1.36939
0.00335672	0.000178734	795.066	765.034	695.006	-0.395208
0.00878973	0.000227518	225.263	902.372	697.815	0.157596
12.9362	0.243352	514.471	168.52	754.116	1.55276
0.00691645	0.000165432	105.781	306.342	934.463	-0.797419
0.0328851	0.000871179	507.502	298.944	584.453	0.838769
0.00595498	0.000149828	110.731	781.775	504.169	-0.533251
0.00448932	0.000257667	771.485	468.955	273.33	1.17584
0.00247267	0.00011109	420.94	504.386	810.362	0.81327
7.21327e-06	4.4382e-07	319.42	797.527	133.94	-0.816792
0.263273	0.0441162	749.899	539.637	790.381	-0.0185587
0.00845056	0.000399948	658.158	430.475	488.864	-0.64797
1.58032	0.0218974	686.817	161.56	540.379	0.746787
0.566488	0.00903361	410.504	57.5335	505.193	-0.892495
0.0188616	0.0021846	789.309	786.896	546.625	-0.100409
0.050387	0.0052945	305.852	187.243	342.978	0.386744
0.00188443	0.00014186	641.628	513.544	382.594	0.617121
0.00161753	7.18117e-05	361.072	703.953	936.506	1.43483
0.000482844	1.90435e-05	293.59	895.249	451.362	-1.18344
0.000723402	2.88048e-05	375.724	911.268	417.629	1.40236
0.00742241	0.000290742	122.828	219.915	684.412	-1.35249
0.00788866	0.000202734	227.448	798.414	286.115	-0.0581818
6.32947	0.0322305	635.31	312.655	949.569	-1.5123
3.72708	0.0847718	449.898	71.3292	642.081	1.36541
0.00672509	0.000247616	534.874	560.752	631.429	-1.25131
4.86195e-06	4.02403e-07	314.705	508.306	59.3578	1.20758
1.84799e-08	3.38529e-08	453.555	432.257	8.67686	0.203489
0.0687935	0.00154688	393.525	225.73	511.648	0.974869
2.24035	0.177993	395.644	198.681	879.921	-0.117452
0.0112406	0.000482907	947.094	854.252	944.15	0.25514
0.00828677	0.000319731	216.907	267.4	600.233	0.462179
0.0412604	0.00117471	288.729	241.52	582.159	0.407726
0.00189973	0.00011626	752.273	760.906	731.748	0.955054
0.000342085	1.44073e-05	319.212	676.464	688.698	-1.337
0.0424355	0.00141305	158.721	185.316	639.553	0.777605
3.71151	0.232482	361.046	443.868	558.272	0.00784043
0.000451745	4.2691e-05	592.548	868.283	965.144	0.721484
0.000330691	4.33061e-05	772.535	869.631	311.558	0.312912
0.0260072	0.00299829	187.031	795.614	247.472	1.53394
0.0405415	0.000685121	87.1338	364.578	618.434	-0.259145
0.000421637	1.48458e-05	175.484	868.911	222.293	1.01022
0.0463289	0.00114187	595.376	531.657	896.087	-0.193048
6.72414e-05	1.53385e-05	666.973	719.51	186.884	0.712432
0.0262318	0.00361137	213.377	224.942	230.041	-1.47299
2.01245	0.126886	143.225	114.491	761.027	0.893349
0.00675928	0.000335597	934.122	617.616	384.581	1.27674
0.0082526	0.000292195	463.229	511.449	894.774	-1.14789
0.111066	0.0108709	826.027	746.277	552.575	0.00126733
0.820003	0.0190175	665.189	246.154	322.644	-1.56552
0.001754	0.000117626	727.811	613.669	440.789	-0.661256
3.89181e-07	2.13063e-07	383.179	271.004	17.2737	-0.192738
0.109157	0.0115565	445.945	257.513	470.312	0.162513
4.06546e-05	7.57444e-07	322.004	698.051	336.755	0.13673
0.00356746	0.000138678	365.666	360.132	450.472	-0.676747
0.000311785	4.08481e-05	821.58	924.194	419.781	0.973529
0.000613316	7.88235e-05	720.472	619.028	310.977	0.689778
3.14248	0.0589106	815.182	195.323	721.52	-0.224588
0.00548473	0.000280301	758.992	710.885	718.309	0.324607
2.77918e-05	1.31807e-05	931.889	510.581	42.9331	-1.07452
23.9995	0.141965	718.094	91.2102	709.988	-0.251904
0.501945	0.00800861	739.261	421.935	963.376	-1.43083
0.00104734	7.81386e-05	732.067	723.504	329.809	-1.20453
0.625569	0.0110559	697.699	263.081	926.543	0.361798
3.1722	0.0379331	832.109	100.372	335.392	-0.111107
0.000322114	9.15506e-06	245.695	600.055	893.252	0.688674
0.23183	0.0132418	360.94	378.061	323.215	-1.55444
6.78791e-05	2.16011e-05	838.642	835.586	164.013	-0.548629
0.00833822	0.000335959	876.797	687.669	745.437	0.372581
0.00345028	0.00010415	159.604	943.059	663.486	0.579649
0.0054479	0.000229486	716.563	704.807	801.293	1.19266
0.0117742	0.000582997	917.887	796.573	495.304	-0.124751
0.00405595	0.000208573	846.945	786.262	924.999	1.04718
0.000143885	1.15486e-05	436.316	837.571	552.988	-1.24742
0.000127012	1.37729e-05	265.632	294.185	109.032	0.863088
6.94435e-05	3.17785e-06	179.771	810.75	100.995	-1.20681
0.0909191	0.00190967	548.419	407.845	734.722	-1.37334
0.00119682	6.15172e-05	400.904	543.609	747.614	0.551605
1.04623	0.055041	298.416	95.0129	555.661	-1.16076
0.0094124	0.000420381	841.586	514.159	591.218	-0.815755
1.25465e-06	1.49722e-07	350.421	613.587	74.5928	0.832629
7.9135e-05	9.93223e-06	501.157	928.496	868.099	0.82637
5.55656e-05	1.81578e-06	272.681	624.08	538.233	0.756736
0.00498567	0.000193198	484.83	582.074	856.88	-0.340504
2.70113	0.0341162	939.919	231.646	455.013	-1.45474
0.222681	0.00587199	725.255	290.966	712.811	-0.381101
1.41323	0.0954433	335.979	140.017	509.701	-1.48817
0.00511515	0.000287629	604.176	356.274	267.372	-0.950979
0.0381919	0.00105505	919.861	797.265	962.366	1.41231
0.991765	0.0466784	775.762	275.329	712.882	-0.101165
0.249337	0.00605138	849.409	108.87	209.466	-1.4017
0.000294408	3.27689e-05	640.944	859.916	445.994	-0.404084
0.0858937	0.00366188	141.562	158.758	408.91	0.456798
4.31173e-07	1.11377e-07	399.724	529.975	25.0709	1.1059
2.02329	0.0202939	619.992	180.462	878.441	0.648225
0.00016248	1.60646e-05	486.737	829.363	903.727	-0.788303
0.000253857	3.33093e-05	676.628	870.1	199.429	-0.151502
7.30542	1.02588	195.429	165.423	919.654	0.00833987
0.761853	0.0821083	224.294	51.7277	556.924	-1.41428
0.000950771	8.78089e-05	861.644	796.563	421.775	1.10039
4.57852	0.0508974	905.322	517.786	496.172	-1.55961
0.021695	0.000487204	97.761	710.51	855.725	-0.505985
5.01691e-07	2.86895e-06	840.972	904.016	46.231	0.585567
7.48596	0.0672111	783.379	170.686	935.532	-0.426876
2.93623	0.0329617	90.7857	711.923	816.081	0.0349283
1.39907e-07	2.34313e-06	827.346	563.228	14.7589	-0.920784
0.00163718	9.64783e-05	564.955	660.129	257.469	-1.39054
0.366632	0.0218118	506.693	412.979	907.734	-0.081685
0.115722	0.00806597	880.765	349.827	478.083	-0.132594
0.466397	0.00747346	110.337	807.809	796.937	1.49584
0.039977	0.00104471	761.825	588.199	662.869	1.40083
0.285701	0.00907763	708.884	163.325	310.71	0.332324
0.0138407	0.000619285	825.248	167.605	117.783	0.871513
0.321351	0.00493336	680.833	266.938	984.332	0.707186
0.00555121	0.000280116	877.067	671.112	782.7	-0.712834
0.00122992	6.31084e-05	134.09	252.191	747.35	-0.231221
0.172837	0.00302193	552.018	662.835	884.31	-1.51894
0.00371798	0.000162453	520.644	639.66	992.653	0.392191
0.000301435	1.20558e-05	277.858	842.681	571.166	-0.584793
0.240508	0.000246503	56.0061	82.8829	919.717	1.52452
0.00327391	9.12283e-05	200.488	722.298	762.918	1.15629
0.0732195	0.00171661	939.236	388.081	593.571	1.15653
0.00151001	4.92218e-05	109.193	849.496	142.091	1.27864
0.000900803	4.44327e-05	151.688	245.838	334.07	-1.07064
0.0245156	0.00107183	858.673	201.52	176.534	0.536534
0.000736598	7.82911e-05	791.18	829.724	296.327	-0.24673
0.0161775	0.000516603	722.405	639.459	735.583	-1.32981
1.78046e-06	2.4815e-06	672.342	792.193	62.9165	0.797305
0.22197	0.00358744	564.491	243.512	622.228	1.12689
0.00202304	0.000113925	581.594	831.261	727.108	0.187541
0.000696658	6.28609e-05	730.757	770.093	467.233	0.491439
0.16332	0.00427713	65.9305	942.209	815.818	1.16045
0.00492285	0.000133654	193.729	802.211	540.627	1.30761
1.03103	0.0218372	681.934	115.707	338.352	1.51812
0.000613385	8e-05	705.166	159.727	60.8803	-0.159386
0.000436074	7.28311e-05	901.92	792.415	203.853	-0.253042
0.254941	0.0357857	85.9273	54.4907	278.876	0.0572853
3.38223e-05	2.81771e-05	835.751	540.167	78.8526	0.410226
0.115575	0.00925277	360.26	142.378	287.722	0.406691
0.176541	0.00786829	134.587	85.1034	499.338	-0.432178
0.000995687	0.00010147	837.314	604.714	279.381	-0.773823
0.00799396	0.000977555	670.421	317.171	237.679	0.241722
2.6308e-06	1.44355e-06	426.897	256.337	27.1819	-0.259748
0.118956	0.00296609	98.7524	153.436	836.937	-0.423007
0.0214668	0.000521024	157.926	915.366	883.704	-1.27521
10.7966	0.19726	505.533	60.5091	724.943	1.54873
0.239851	0.0110124	152.888	159.139	622.807	1.10232
4.22449e-05	1.60381e-06	194.243	492.776	214.101	-0.916385
0.0354194	0.000803624	147.491	679.016	462.528	-1.46064
0.00568833	0.000301139	946.186	624.392	612.393	0.935189
0.597574	0.0115314	830.73	96.5963	215.785	-0.268489
0.00653569	0.000164973	200.032	647.13	780.11	1.32464
2.46702e-08	2.19876e-07	612.496	716.363	16.7196	-0.670351
0.000250096	3.31833e-05	726.872	861.823	280.316	-1.1588
0.580625	0.0040159	70.9622	225.804	982.042	1.15108
5.33569e-05	1.507e-05	668.58	533.025	75.6301	-0.994122
7.06668e-05	2.95551e-06	262.041	797.567	219.406	0.928763
0.000108584	1.12441e-05	471.959	777.483	593.721	-0.843947
0.0288728	0.00104122	824.079	433.212	646.255	-0.514214
0.00201231	2.28581e-05	130.341	296.333	258.71	-1.48663
0.000206635	4.60174e-05	62.6954	583.706	314.097	0.673127
